YEAR,REGION,CROP,UNIT,YIELD,HUMIDITY,RAINFALL,TEMPERATURE
1961,Angola,Maize (corn),100 g/ha,8113.0,68.18,1367.36,21.19
1962,Angola,Maize (corn),100 g/ha,8113.0,65.69,1195.71,21.25
1963,Angola,Maize (corn),100 g/ha,7692.0,68.94,1251.6,21.05
1964,Angola,Maize (corn),100 g/ha,8654.0,63.68,1081.46,21.23
1965,Angola,Maize (corn),100 g/ha,9375.0,63.34,1204.52,21.21
1966,Angola,Maize (corn),100 g/ha,7917.0,64.35,1187.93,21.74
1967,Angola,Maize (corn),100 g/ha,7600.0,66.57,1320.92,21.1
1968,Angola,Maize (corn),100 g/ha,7827.0,64.28,1143.37,21.2
1969,Angola,Maize (corn),100 g/ha,9000.0,66.07,1329.05,21.4
1970,Angola,Maize (corn),100 g/ha,9120.0,63.34,1135.58,21.59
1971,Angola,Maize (corn),100 g/ha,7776.0,63.5,1060.76,21.27
1972,Angola,Maize (corn),100 g/ha,7547.0,64.67,1120.19,21.24
1973,Angola,Maize (corn),100 g/ha,7288.0,62.25,1009.98,21.78
1974,Angola,Maize (corn),100 g/ha,6667.0,65.98,1123.78,20.85
1975,Angola,Maize (corn),100 g/ha,7500.0,64.47,1081.58,21.13
1976,Angola,Maize (corn),100 g/ha,7500.0,66.31,1289.11,20.79
1977,Angola,Maize (corn),100 g/ha,5833.0,64.1,1125.07,21.59
1978,Angola,Maize (corn),100 g/ha,6667.0,63.87,1041.35,21.34
1979,Angola,Maize (corn),100 g/ha,5000.0,64.67,1166.42,21.57
1980,Angola,Maize (corn),100 g/ha,6000.0,59.14,886.18,21.96
1981,Angola,Maize (corn),100 g/ha,4167.0,60.07,970.34,21.76
1982,Angola,Maize (corn),100 g/ha,4167.0,64.39,1101.74,21.54
1983,Angola,Maize (corn),100 g/ha,4583.0,62.5,1080.09,22.04
1984,Angola,Maize (corn),100 g/ha,4333.0,63.09,1170.75,21.73
1985,Angola,Maize (corn),100 g/ha,4167.0,60.62,963.56,21.61
1986,Angola,Maize (corn),100 g/ha,3500.0,63.85,1200.97,21.51
1987,Angola,Maize (corn),100 g/ha,3529.0,62.09,1096.85,22.27
1988,Angola,Maize (corn),100 g/ha,3000.0,64.58,1261.84,21.91
1989,Angola,Maize (corn),100 g/ha,2358.0,62.01,1036.61,21.83
1990,Angola,Maize (corn),100 g/ha,2736.0,63.88,1214.33,22.03
1991,Angola,Maize (corn),100 g/ha,4013.0,63,1128.38,21.85
1992,Angola,Maize (corn),100 g/ha,3778.0,63.13,1088.71,21.81
1993,Angola,Maize (corn),100 g/ha,2627.0,64.32,1213.88,21.81
1994,Angola,Maize (corn),100 g/ha,2463.0,61.48,1076.98,21.89
1995,Angola,Maize (corn),100 g/ha,3517.0,61.81,1110.39,22.29
1996,Angola,Maize (corn),100 g/ha,6993.0,59.67,1015,22.17
1997,Angola,Maize (corn),100 g/ha,5959.0,61.74,1126.56,22.04
1998,Angola,Maize (corn),100 g/ha,7396.0,61.28,1167.88,22.63
1999,Angola,Maize (corn),100 g/ha,6361.0,62.56,1226.6,21.82
2000,Angola,Maize (corn),100 g/ha,5745.0,61.86,1058.64,21.86
2001,Angola,Maize (corn),100 g/ha,5754.0,63.11,1159.24,21.88
2002,Angola,Maize (corn),100 g/ha,6706.0,63.63,1232.6,22.07
2003,Angola,Maize (corn),100 g/ha,7559.0,62.4,1135.17,22.22
2004,Angola,Maize (corn),100 g/ha,5404.0,62.8,1148.11,21.88
2005,Angola,Maize (corn),100 g/ha,6736.0,61.86,1127.38,22.43
2006,Angola,Maize (corn),100 g/ha,4687.0,64.07,1218.58,21.71
2007,Angola,Maize (corn),100 g/ha,5091.0,61.12,1095.95,22.08
2008,Angola,Maize (corn),100 g/ha,7946.0,60.85,1145.27,21.98
2009,Angola,Maize (corn),100 g/ha,6614.0,61.3,1141.28,22.25
2010,Angola,Maize (corn),100 g/ha,7200.0,62.25,1202.21,22.35
2011,Angola,Maize (corn),100 g/ha,7376.0,62.95,1227.49,21.87
2012,Angola,Maize (corn),100 g/ha,7770.0,60.08,1056.17,22.16
2013,Angola,Maize (corn),100 g/ha,9467.0,59.4,1073.38,22.39
2014,Angola,Maize (corn),100 g/ha,10386.0,61.11,1097.88,22.41
2015,Angola,Maize (corn),100 g/ha,11234.0,59.84,1086.58,22.82
2016,Angola,Maize (corn),100 g/ha,9785.0,61.16,1174.58,22.89
2017,Angola,Maize (corn),100 g/ha,8935.0,61.41,1054.14,22.67
2018,Angola,Maize (corn),100 g/ha,10477.0,61.43,1124.22,22.76
2019,Angola,Maize (corn),100 g/ha,10666.0,59.58,1057.26,23.27
2020,Angola,Maize (corn),100 g/ha,10993.0,61.82,1209.98,22.63
2021,Angola,Maize (corn),100 g/ha,10836.0,60.32,967.91,22.56
2022,Angola,Maize (corn),100 g/ha,11203.0,61.23,1056.18,22.3
1961,Angola,Rice,100 g/ha,11600.0,68.18,1367.36,21.19
1962,Angola,Rice,100 g/ha,12105.0,65.69,1195.71,21.25
1963,Angola,Rice,100 g/ha,12500.0,68.94,1251.6,21.05
1964,Angola,Rice,100 g/ha,13000.0,63.68,1081.46,21.23
1965,Angola,Rice,100 g/ha,13913.0,63.34,1204.52,21.21
1966,Angola,Rice,100 g/ha,13636.0,64.35,1187.93,21.74
1967,Angola,Rice,100 g/ha,14865.0,66.57,1320.92,21.1
1968,Angola,Rice,100 g/ha,6885.0,64.28,1143.37,21.2
1969,Angola,Rice,100 g/ha,10630.0,66.07,1329.05,21.4
1970,Angola,Rice,100 g/ha,11980.0,63.34,1135.58,21.59
1971,Angola,Rice,100 g/ha,12632.0,63.5,1060.76,21.27
1972,Angola,Rice,100 g/ha,9249.0,64.67,1120.19,21.24
1973,Angola,Rice,100 g/ha,13205.0,62.25,1009.98,21.78
1974,Angola,Rice,100 g/ha,11186.0,65.98,1123.78,20.85
1975,Angola,Rice,100 g/ha,13333.0,64.47,1081.58,21.13
1976,Angola,Rice,100 g/ha,10000.0,66.31,1289.11,20.79
1977,Angola,Rice,100 g/ha,10000.0,64.1,1125.07,21.59
1978,Angola,Rice,100 g/ha,10000.0,63.87,1041.35,21.34
1979,Angola,Rice,100 g/ha,9286.0,64.67,1166.42,21.57
1980,Angola,Rice,100 g/ha,9167.0,59.14,886.18,21.96
1981,Angola,Rice,100 g/ha,9091.0,60.07,970.34,21.76
1982,Angola,Rice,100 g/ha,9091.0,64.39,1101.74,21.54
1983,Angola,Rice,100 g/ha,8889.0,62.5,1080.09,22.04
1984,Angola,Rice,100 g/ha,8889.0,63.09,1170.75,21.73
1985,Angola,Rice,100 g/ha,8333.0,60.62,963.56,21.61
1986,Angola,Rice,100 g/ha,8333.0,63.85,1200.97,21.51
1987,Angola,Rice,100 g/ha,6667.0,62.09,1096.85,22.27
1988,Angola,Rice,100 g/ha,6667.0,64.58,1261.84,21.91
1989,Angola,Rice,100 g/ha,7500.0,62.01,1036.61,21.83
1990,Angola,Rice,100 g/ha,9512.0,63.88,1214.33,22.03
1991,Angola,Rice,100 g/ha,10000.0,63,1128.38,21.85
1992,Angola,Rice,100 g/ha,9142.0,63.13,1088.71,21.81
1993,Angola,Rice,100 g/ha,8000.0,64.32,1213.88,21.81
1994,Angola,Rice,100 g/ha,8750.0,61.48,1076.98,21.89
1995,Angola,Rice,100 g/ha,14615.0,61.81,1110.39,22.29
1996,Angola,Rice,100 g/ha,17500.0,59.67,1015,22.17
1997,Angola,Rice,100 g/ha,20000.0,61.74,1126.56,22.04
1998,Angola,Rice,100 g/ha,20000.0,61.28,1167.88,22.63
1999,Angola,Rice,100 g/ha,14235.0,62.56,1226.6,21.82
2000,Angola,Rice,100 g/ha,13454.0,61.86,1058.64,21.86
2001,Angola,Rice,100 g/ha,13701.0,63.11,1159.24,21.88
2002,Angola,Rice,100 g/ha,13198.0,63.63,1232.6,22.07
2003,Angola,Rice,100 g/ha,13768.0,62.4,1135.17,22.22
2004,Angola,Rice,100 g/ha,11584.0,62.8,1148.11,21.88
2005,Angola,Rice,100 g/ha,6977.0,61.86,1127.38,22.43
2006,Angola,Rice,100 g/ha,4947.0,64.07,1218.58,21.71
2007,Angola,Rice,100 g/ha,5143.0,61.12,1095.95,22.08
2008,Angola,Rice,100 g/ha,5084.0,60.85,1145.27,21.98
2009,Angola,Rice,100 g/ha,6028.0,61.3,1141.28,22.25
2010,Angola,Rice,100 g/ha,7403.0,62.25,1202.21,22.35
2011,Angola,Rice,100 g/ha,8914.0,62.95,1227.49,21.87
2012,Angola,Rice,100 g/ha,7703.0,60.08,1056.17,22.16
2013,Angola,Rice,100 g/ha,12744.0,59.4,1073.38,22.39
2014,Angola,Rice,100 g/ha,14064.0,61.11,1097.88,22.41
2015,Angola,Rice,100 g/ha,15068.0,59.84,1086.58,22.82
2016,Angola,Rice,100 g/ha,15295.0,61.16,1174.58,22.89
2017,Angola,Rice,100 g/ha,8638.0,61.41,1054.14,22.67
2018,Angola,Rice,100 g/ha,11523.0,61.43,1124.22,22.76
2019,Angola,Rice,100 g/ha,11931.0,59.58,1057.26,23.27
2020,Angola,Rice,100 g/ha,12375.0,61.82,1209.98,22.63
2021,Angola,Rice,100 g/ha,12266.0,60.32,967.91,22.56
2022,Angola,Rice,100 g/ha,12323.0,61.23,1056.18,22.3
1961,Angola,Wheat,100 g/ha,11111.0,68.18,1367.36,21.19
1962,Angola,Wheat,100 g/ha,11111.0,65.69,1195.71,21.25
1963,Angola,Wheat,100 g/ha,11111.0,68.94,1251.6,21.05
1964,Angola,Wheat,100 g/ha,9286.0,63.68,1081.46,21.23
1965,Angola,Wheat,100 g/ha,11111.0,63.34,1204.52,21.21
1966,Angola,Wheat,100 g/ha,11000.0,64.35,1187.93,21.74
1967,Angola,Wheat,100 g/ha,13500.0,66.57,1320.92,21.1
1968,Angola,Wheat,100 g/ha,13500.0,64.28,1143.37,21.2
1969,Angola,Wheat,100 g/ha,9430.0,66.07,1329.05,21.4
1970,Angola,Wheat,100 g/ha,8546.0,63.34,1135.58,21.59
1971,Angola,Wheat,100 g/ha,9130.0,63.5,1060.76,21.27
1972,Angola,Wheat,100 g/ha,11592.0,64.67,1120.19,21.24
1973,Angola,Wheat,100 g/ha,8867.0,62.25,1009.98,21.78
1974,Angola,Wheat,100 g/ha,13065.0,65.98,1123.78,20.85
1975,Angola,Wheat,100 g/ha,10000.0,64.47,1081.58,21.13
1976,Angola,Wheat,100 g/ha,10000.0,66.31,1289.11,20.79
1977,Angola,Wheat,100 g/ha,7692.0,64.1,1125.07,21.59
1978,Angola,Wheat,100 g/ha,5882.0,63.87,1041.35,21.34
1979,Angola,Wheat,100 g/ha,5333.0,64.67,1166.42,21.57
1980,Angola,Wheat,100 g/ha,5833.0,59.14,886.18,21.96
1981,Angola,Wheat,100 g/ha,6316.0,60.07,970.34,21.76
1982,Angola,Wheat,100 g/ha,6250.0,64.39,1101.74,21.54
1983,Angola,Wheat,100 g/ha,6250.0,62.5,1080.09,22.04
1984,Angola,Wheat,100 g/ha,6250.0,63.09,1170.75,21.73
1985,Angola,Wheat,100 g/ha,6250.0,60.62,963.56,21.61
1986,Angola,Wheat,100 g/ha,8000.0,63.85,1200.97,21.51
1987,Angola,Wheat,100 g/ha,8000.0,62.09,1096.85,22.27
1988,Angola,Wheat,100 g/ha,8000.0,64.58,1261.84,21.91
1989,Angola,Wheat,100 g/ha,8000.0,62.01,1036.61,21.83
1990,Angola,Wheat,100 g/ha,7995.0,63.88,1214.33,22.03
1991,Angola,Wheat,100 g/ha,8000.0,63,1128.38,21.85
1992,Angola,Wheat,100 g/ha,8000.0,63.13,1088.71,21.81
1993,Angola,Wheat,100 g/ha,8862.0,64.32,1213.88,21.81
1994,Angola,Wheat,100 g/ha,10000.0,61.48,1076.98,21.89
1995,Angola,Wheat,100 g/ha,11865.0,61.81,1110.39,22.29
1996,Angola,Wheat,100 g/ha,13758.0,59.67,1015,22.17
1997,Angola,Wheat,100 g/ha,15529.0,61.74,1126.56,22.04
1998,Angola,Wheat,100 g/ha,17143.0,61.28,1167.88,22.63
1999,Angola,Wheat,100 g/ha,17391.0,62.56,1226.6,21.82
2000,Angola,Wheat,100 g/ha,17025.0,61.86,1058.64,21.86
2001,Angola,Wheat,100 g/ha,16667.0,63.11,1159.24,21.88
2002,Angola,Wheat,100 g/ha,15485.0,63.63,1232.6,22.07
2003,Angola,Wheat,100 g/ha,13879.0,62.4,1135.17,22.22
2004,Angola,Wheat,100 g/ha,12412.0,62.8,1148.11,21.88
2005,Angola,Wheat,100 g/ha,10860.0,61.86,1127.38,22.43
2006,Angola,Wheat,100 g/ha,10000.0,64.07,1218.58,21.71
2007,Angola,Wheat,100 g/ha,10000.0,61.12,1095.95,22.08
2008,Angola,Wheat,100 g/ha,10000.0,60.85,1145.27,21.98
2009,Angola,Wheat,100 g/ha,10000.0,61.3,1141.28,22.25
2010,Angola,Wheat,100 g/ha,10526.0,62.25,1202.21,22.35
2011,Angola,Wheat,100 g/ha,10959.0,62.95,1227.49,21.87
2012,Angola,Wheat,100 g/ha,11294.0,60.08,1056.17,22.16
2013,Angola,Wheat,100 g/ha,9399.0,59.4,1073.38,22.39
2014,Angola,Wheat,100 g/ha,7798.0,61.11,1097.88,22.41
2015,Angola,Wheat,100 g/ha,10059.0,59.84,1086.58,22.82
2016,Angola,Wheat,100 g/ha,8829.0,61.16,1174.58,22.89
2017,Angola,Wheat,100 g/ha,8580.0,61.41,1054.14,22.67
2018,Angola,Wheat,100 g/ha,8920.0,61.43,1124.22,22.76
2019,Angola,Wheat,100 g/ha,8775.0,59.58,1057.26,23.27
2020,Angola,Wheat,100 g/ha,8757.0,61.82,1209.98,22.63
2021,Angola,Wheat,100 g/ha,8817.0,60.32,967.91,22.56
2022,Angola,Wheat,100 g/ha,8783.0,61.23,1056.18,22.3
1961,Botswana,Maize (corn),100 g/ha,4477.0,50.24,506.19,21.34
1962,Botswana,Maize (corn),100 g/ha,6822.0,45.67,575.02,21.59
1963,Botswana,Maize (corn),100 g/ha,7500.0,49.45,479.05,20.76
1964,Botswana,Maize (corn),100 g/ha,6722.0,42.28,317.38,21.41
1965,Botswana,Maize (corn),100 g/ha,2668.0,37.83,208.51,21.78
1966,Botswana,Maize (corn),100 g/ha,5647.0,46.53,552.65,21.51
1967,Botswana,Maize (corn),100 g/ha,1121.0,50.61,535.33,20.66
1968,Botswana,Maize (corn),100 g/ha,2553.0,43.12,400.22,21.34
1969,Botswana,Maize (corn),100 g/ha,2745.0,46.73,461.37,21.48
1970,Botswana,Maize (corn),100 g/ha,693.0,39.5,384.95,22.32
1971,Botswana,Maize (corn),100 g/ha,6667.0,44.87,406.24,21.56
1972,Botswana,Maize (corn),100 g/ha,10842.0,46.11,482.85,21.25
1973,Botswana,Maize (corn),100 g/ha,4460.0,46.24,436.09,21.58
1974,Botswana,Maize (corn),100 g/ha,4843.0,53.78,578.44,20.1
1975,Botswana,Maize (corn),100 g/ha,7175.0,50.27,456.22,20.81
1976,Botswana,Maize (corn),100 g/ha,7830.0,52.26,491.18,20.43
1977,Botswana,Maize (corn),100 g/ha,5446.0,50.7,592.32,21.32
1978,Botswana,Maize (corn),100 g/ha,3111.0,53.12,525.15,20.76
1979,Botswana,Maize (corn),100 g/ha,1066.0,47.35,357.7,21.62
1980,Botswana,Maize (corn),100 g/ha,2495.0,46.17,372.44,21.27
1981,Botswana,Maize (corn),100 g/ha,3611.0,49.66,503.12,20.76
1982,Botswana,Maize (corn),100 g/ha,5188.0,45.34,431.22,21.95
1983,Botswana,Maize (corn),100 g/ha,4334.0,44.43,408.1,22.37
1984,Botswana,Maize (corn),100 g/ha,1485.0,43.3,313.61,22.26
1985,Botswana,Maize (corn),100 g/ha,1816.0,43.11,387.38,22.08
1986,Botswana,Maize (corn),100 g/ha,4091.0,46.29,441.36,21.91
1987,Botswana,Maize (corn),100 g/ha,6065.0,42.51,356.27,22.73
1988,Botswana,Maize (corn),100 g/ha,2322.0,49.54,572.34,21.39
1989,Botswana,Maize (corn),100 g/ha,3779.0,48.48,477.26,21.34
1990,Botswana,Maize (corn),100 g/ha,2899.0,45.51,386.93,22.21
1991,Botswana,Maize (corn),100 g/ha,3962.0,48.22,544.28,21.35
1992,Botswana,Maize (corn),100 g/ha,1899.0,39.15,257.67,22.7
1993,Botswana,Maize (corn),100 g/ha,1353.0,45.54,459.33,22.24
1994,Botswana,Maize (corn),100 g/ha,1698.0,42.05,356.27,21.68
1995,Botswana,Maize (corn),100 g/ha,9477.0,43.1,419.64,22.75
1996,Botswana,Maize (corn),100 g/ha,2463.0,47.7,495.05,21.49
1997,Botswana,Maize (corn),100 g/ha,2867.0,48.49,482.47,21.66
1998,Botswana,Maize (corn),100 g/ha,910.0,45.5,417.87,22.42
1999,Botswana,Maize (corn),100 g/ha,1111.0,45.01,404,22.21
2000,Botswana,Maize (corn),100 g/ha,1123.0,55.15,690.19,20.95
2001,Botswana,Maize (corn),100 g/ha,1992.0,52.17,563.22,21.67
2002,Botswana,Maize (corn),100 g/ha,2947.0,42.74,289.96,22.48
2003,Botswana,Maize (corn),100 g/ha,2144.0,41.2,303.36,22.91
2004,Botswana,Maize (corn),100 g/ha,1743.0,48.17,466.65,21.77
2005,Botswana,Maize (corn),100 g/ha,2297.0,44.23,397.31,22.88
2006,Botswana,Maize (corn),100 g/ha,2511.0,52.51,623.82,21.01
2007,Botswana,Maize (corn),100 g/ha,1219.0,43.31,294.63,21.93
2008,Botswana,Maize (corn),100 g/ha,1844.0,47.46,439.46,21.74
2009,Botswana,Maize (corn),100 g/ha,2429.0,52.28,513,21.47
2010,Botswana,Maize (corn),100 g/ha,1617.0,51.62,526.73,22.05
2011,Botswana,Maize (corn),100 g/ha,3473.0,50.67,526.41,21.36
2012,Botswana,Maize (corn),100 g/ha,1370.0,44.38,376.64,22.14
2013,Botswana,Maize (corn),100 g/ha,849.0,43.3,396.46,22.35
2014,Botswana,Maize (corn),100 g/ha,2740.0,49.72,609.67,21.51
2015,Botswana,Maize (corn),100 g/ha,2552.0,39.26,262.5,23.15
2016,Botswana,Maize (corn),100 g/ha,2503.0,42.63,422.52,23.06
2017,Botswana,Maize (corn),100 g/ha,2403.0,48.78,629.57,21.75
2018,Botswana,Maize (corn),100 g/ha,3215.0,41.85,398.37,22.6
2019,Botswana,Maize (corn),100 g/ha,2029.0,38.28,310.7,23.38
2020,Botswana,Maize (corn),100 g/ha,6670.0,44.84,501.06,22.01
2021,Botswana,Maize (corn),100 g/ha,7980.0,48.3,607.23,21.44
2022,Botswana,Maize (corn),100 g/ha,5027.0,48.95,469.01,21.75
1961,Botswana,Wheat,100 g/ha,25000.0,50.24,506.19,21.34
1962,Botswana,Wheat,100 g/ha,25000.0,45.67,575.02,21.59
1963,Botswana,Wheat,100 g/ha,25000.0,49.45,479.05,20.76
1964,Botswana,Wheat,100 g/ha,25000.0,42.28,317.38,21.41
1965,Botswana,Wheat,100 g/ha,25000.0,37.83,208.51,21.78
1966,Botswana,Wheat,100 g/ha,23684.0,46.53,552.65,21.51
1967,Botswana,Wheat,100 g/ha,23684.0,50.61,535.33,20.66
1968,Botswana,Wheat,100 g/ha,23842.0,43.12,400.22,21.34
1969,Botswana,Wheat,100 g/ha,22367.0,46.73,461.37,21.48
1970,Botswana,Wheat,100 g/ha,18947.0,39.5,384.95,22.32
1971,Botswana,Wheat,100 g/ha,25000.0,44.87,406.24,21.56
1972,Botswana,Wheat,100 g/ha,25000.0,46.11,482.85,21.25
1973,Botswana,Wheat,100 g/ha,20680.0,46.24,436.09,21.58
1974,Botswana,Wheat,100 g/ha,20370.0,53.78,578.44,20.1
1975,Botswana,Wheat,100 g/ha,20370.0,50.27,456.22,20.81
1976,Botswana,Wheat,100 g/ha,21111.0,52.26,491.18,20.43
1977,Botswana,Wheat,100 g/ha,20000.0,50.7,592.32,21.32
1978,Botswana,Wheat,100 g/ha,20000.0,53.12,525.15,20.76
1979,Botswana,Wheat,100 g/ha,20000.0,47.35,357.7,21.62
1980,Botswana,Wheat,100 g/ha,20000.0,46.17,372.44,21.27
1981,Botswana,Wheat,100 g/ha,20000.0,49.66,503.12,20.76
1982,Botswana,Wheat,100 g/ha,20000.0,45.34,431.22,21.95
1983,Botswana,Wheat,100 g/ha,20000.0,44.43,408.1,22.37
1984,Botswana,Wheat,100 g/ha,20000.0,43.3,313.61,22.26
1985,Botswana,Wheat,100 g/ha,20000.0,43.11,387.38,22.08
1986,Botswana,Wheat,100 g/ha,20000.0,46.29,441.36,21.91
1987,Botswana,Wheat,100 g/ha,20000.0,42.51,356.27,22.73
1988,Botswana,Wheat,100 g/ha,20000.0,49.54,572.34,21.39
1989,Botswana,Wheat,100 g/ha,20000.0,48.48,477.26,21.34
1990,Botswana,Wheat,100 g/ha,26178.0,45.51,386.93,22.21
1991,Botswana,Wheat,100 g/ha,22268.0,48.22,544.28,21.35
1992,Botswana,Wheat,100 g/ha,21474.0,39.15,257.67,22.7
1993,Botswana,Wheat,100 g/ha,20681.0,45.54,459.33,22.24
1994,Botswana,Wheat,100 g/ha,19887.0,42.05,356.27,21.68
1995,Botswana,Wheat,100 g/ha,19093.0,43.1,419.64,22.75
1996,Botswana,Wheat,100 g/ha,18929.0,47.7,495.05,21.49
1997,Botswana,Wheat,100 g/ha,17218.0,48.49,482.47,21.66
1998,Botswana,Wheat,100 g/ha,16667.0,45.5,417.87,22.42
1999,Botswana,Wheat,100 g/ha,16323.0,45.01,404,22.21
2000,Botswana,Wheat,100 g/ha,15862.0,55.15,690.19,20.95
2001,Botswana,Wheat,100 g/ha,15714.0,52.17,563.22,21.67
2002,Botswana,Wheat,100 g/ha,14549.0,42.74,289.96,22.48
2003,Botswana,Wheat,100 g/ha,13665.0,41.2,303.36,22.91
2004,Botswana,Wheat,100 g/ha,12686.0,48.17,466.65,21.77
2005,Botswana,Wheat,100 g/ha,11612.0,44.23,397.31,22.88
2006,Botswana,Wheat,100 g/ha,10456.0,52.51,623.82,21.01
2007,Botswana,Wheat,100 g/ha,9000.0,43.31,294.63,21.93
2008,Botswana,Wheat,100 g/ha,8000.0,47.46,439.46,21.74
2018,Botswana,Wheat,100 g/ha,13319.0,41.85,398.37,22.6
2019,Botswana,Wheat,100 g/ha,6081.0,38.28,310.7,23.38
2020,Botswana,Wheat,100 g/ha,13615.0,44.84,501.06,22.01
2021,Botswana,Wheat,100 g/ha,15023.0,48.3,607.23,21.44
2022,Botswana,Wheat,100 g/ha,15370.0,48.95,469.01,21.75
1961,Eswatini,Maize (corn),100 g/ha,4001.0,69.53,825.43,19.45
1962,Eswatini,Maize (corn),100 g/ha,4265.0,65.03,829.86,19.89
1963,Eswatini,Maize (corn),100 g/ha,4434.0,63.48,671.54,19.67
1964,Eswatini,Maize (corn),100 g/ha,4180.0,67.8,1034.74,18.99
1965,Eswatini,Maize (corn),100 g/ha,4410.0,64.82,654.01,19.17
1966,Eswatini,Maize (corn),100 g/ha,4025.0,65.72,701.7,19.53
1967,Eswatini,Maize (corn),100 g/ha,6731.0,69.33,888.29,19.04
1968,Eswatini,Maize (corn),100 g/ha,5324.0,68.18,890.54,18.43
1969,Eswatini,Maize (corn),100 g/ha,5876.0,69.22,936.5,19.46
1970,Eswatini,Maize (corn),100 g/ha,6203.0,64.63,756.4,19.76
1971,Eswatini,Maize (corn),100 g/ha,15734.0,67.82,877.56,19.27
1972,Eswatini,Maize (corn),100 g/ha,17405.0,68.52,869.79,19.24
1973,Eswatini,Maize (corn),100 g/ha,11320.0,68.46,1102.62,19.19
1974,Eswatini,Maize (corn),100 g/ha,15476.0,66.57,908.2,19.55
1975,Eswatini,Maize (corn),100 g/ha,14254.0,73.12,1259.9,18.69
1976,Eswatini,Maize (corn),100 g/ha,14476.0,70.99,1012.29,19
1977,Eswatini,Maize (corn),100 g/ha,12757.0,71.58,1130.34,19.62
1978,Eswatini,Maize (corn),100 g/ha,17871.0,73.28,1013.88,19.26
1979,Eswatini,Maize (corn),100 g/ha,9177.0,71.19,833.99,19.41
1980,Eswatini,Maize (corn),100 g/ha,13597.0,70.56,782.67,19.15
1981,Eswatini,Maize (corn),100 g/ha,16835.0,72.19,868.7,18.81
1982,Eswatini,Maize (corn),100 g/ha,8868.0,70.64,664.8,19.3
1983,Eswatini,Maize (corn),100 g/ha,6768.0,68.36,692.32,20
1984,Eswatini,Maize (corn),100 g/ha,17900.0,74.91,1162.46,18.74
1985,Eswatini,Maize (corn),100 g/ha,20220.0,71.07,968.24,19.6
1986,Eswatini,Maize (corn),100 g/ha,14312.0,68.3,793.81,19.63
1987,Eswatini,Maize (corn),100 g/ha,12385.0,69.74,901,19.83
1988,Eswatini,Maize (corn),100 g/ha,12870.0,69.38,961.74,19.42
1989,Eswatini,Maize (corn),100 g/ha,10188.0,69.09,933.88,19.36
1990,Eswatini,Maize (corn),100 g/ha,12403.0,70.77,964.69,19.15
1991,Eswatini,Maize (corn),100 g/ha,10105.0,69.74,899.74,19.48
1992,Eswatini,Maize (corn),100 g/ha,15435.0,61.88,568.04,20.6
1993,Eswatini,Maize (corn),100 g/ha,13785.0,70.16,715.9,19.71
1994,Eswatini,Maize (corn),100 g/ha,12733.0,66.41,653.56,19.03
1995,Eswatini,Maize (corn),100 g/ha,22065.0,72.86,924.11,19.02
1996,Eswatini,Maize (corn),100 g/ha,17766.0,73.19,947.09,19.02
1997,Eswatini,Maize (corn),100 g/ha,19218.0,74.36,1152.61,18.96
1998,Eswatini,Maize (corn),100 g/ha,19178.0,71.77,975.06,19.74
1999,Eswatini,Maize (corn),100 g/ha,16456.0,72.58,957.19,19.67
2000,Eswatini,Maize (corn),100 g/ha,16456.0,76.89,1448.84,18.91
2001,Eswatini,Maize (corn),100 g/ha,14267.0,73.43,1072.98,19.47
2002,Eswatini,Maize (corn),100 g/ha,9962.0,67.89,664.82,19.63
2003,Eswatini,Maize (corn),100 g/ha,10235.0,66.72,631.83,20.17
2004,Eswatini,Maize (corn),100 g/ha,12500.0,70.64,1015.67,19.59
2005,Eswatini,Maize (corn),100 g/ha,13210.0,69.95,795.64,19.93
2006,Eswatini,Maize (corn),100 g/ha,14291.0,70.6,1047.6,19.38
2007,Eswatini,Maize (corn),100 g/ha,5520.0,65.34,674.37,19.61
2008,Eswatini,Maize (corn),100 g/ha,9943.0,69.22,776.2,19.45
2009,Eswatini,Maize (corn),100 g/ha,12869.0,70.47,898.54,19.45
2010,Eswatini,Maize (corn),100 g/ha,12040.0,69.43,1032.48,20.08
2011,Eswatini,Maize (corn),100 g/ha,13452.0,66.18,849.27,19.67
2012,Eswatini,Maize (corn),100 g/ha,13375.0,65.64,915.51,19.88
2013,Eswatini,Maize (corn),100 g/ha,13702.0,67.48,913.22,19.45
2014,Eswatini,Maize (corn),100 g/ha,13652.0,67.21,877.78,19.65
2015,Eswatini,Maize (corn),100 g/ha,12608.0,65.93,584.11,20.7
2016,Eswatini,Maize (corn),100 g/ha,12248.0,65.31,688.27,20.57
2017,Eswatini,Maize (corn),100 g/ha,12387.0,68.15,906.53,19.79
2018,Eswatini,Maize (corn),100 g/ha,12689.0,68.38,771.51,19.75
2019,Eswatini,Maize (corn),100 g/ha,12797.0,67.84,765.26,20.31
2020,Eswatini,Maize (corn),100 g/ha,12794.0,69.46,869.36,19.77
2021,Eswatini,Maize (corn),100 g/ha,14286.0,69.45,1018.02,19.48
2022,Eswatini,Maize (corn),100 g/ha,15875.0,72.12,1009.75,19.83
1961,Eswatini,Rice,100 g/ha,21533.0,69.53,825.43,19.45
1962,Eswatini,Rice,100 g/ha,23989.0,65.03,829.86,19.89
1963,Eswatini,Rice,100 g/ha,27815.0,63.48,671.54,19.67
1964,Eswatini,Rice,100 g/ha,26675.0,67.8,1034.74,18.99
